number,name,link,tob,cate,season,situation,gender,tag,attr,nouns
2593,다이클레즈(DYCLEZ) Ver.2 클래식밴딩반바지 연베이지 KHSP0427,https://store.musinsa.com/app/goods/333203,bottom,short pants,summer,sports,남,반바지 밴딩팬츠 숏밴츠 팬딩팬츠 하프팬츠,Male,다이크 레즈 클래식 밴 반바지 베이지 반바지 밴 팬츠 팬 팬츠 하프 팬츠 
2594,코드그라피(CODEGRAPHY) [SET] 나일론 워셔 후드 집업 셋업_그레이,https://store.musinsa.com/app/goods/1744255,bottom,short pants,summer,sports,남,후드집업 아우터 바람막이 자켓 트레이닝 반바지 셋업,Female,코드 라피 나일론 후드 집 업 셋업 그레이 후드 집 업 아우 터 바람막이 트레이닝 반바지 셋업 
2595,라퍼지스토어(LAFUDGESTORE) 버뮤다 원턱 하프 팬츠_Mocha Beige,https://store.musinsa.com/app/goods/1955196,bottom,short pants,summer,sports,남,반바지 쇼츠 하프팬츠 와이드팬츠 원턱팬츠 밴딩팬츠 버뮤다팬츠,Female,라 퍼지 스토어 버뮤다 원 턱 하프 팬츠 반바지 하프 팬츠 와이드 팬츠 원 턱 팬츠 밴 팬츠 버뮤다 팬츠 
2596,커버낫(COVERNAT) 패커블 윈드브레이커 쇼츠 라이트 그레이,https://store.musinsa.com/app/goods/2318488,bottom,short pants,summer,sports,공용,쇼트팬츠 숏팬츠 바지 반바지추천 팬츠 반바지 쇼츠 나일론쇼츠 썸머컬렉션 윈드브레이커,Female Shorts,커버 낫 패 커브 윈드 브레이커 라이트 그레이 쇼트 팬츠 숏 팬츠 바지 반바지 추천 팬츠 반바지 윈드 브레이커 
2597,코드그라피(CODEGRAPHY) [SET][기본핏+레귤러핏 선택] 소프트 코튼 에센셜 쇼츠,https://store.musinsa.com/app/goods/1892520,bottom,short pants,summer,sports,공용,코드그라피21SUMMER 숏팬츠 쇼트팬츠 여름바지 반바지추천,Female Pleated Skirts,코드 라피 선택 소프트 코트 에센셜 숏 팬츠 쇼트 팬츠 여름 바지 반바지 추천 
2598,브렌슨(BRENSON) 미니멀 트레이닝 essential 반바지 (블랙),https://store.musinsa.com/app/goods/1446777,bottom,short pants,summer,sports,남,반바지 반팔티 밴딩팬츠 트레이닝반바지 하프팬츠 홈트레이닝 트레이닝세트,Female,미니 멀 트레이닝 반바지 블랙 반바지 반팔 티 밴 팬츠 트레이닝 반바지 하프 팬츠 홈 트레이닝 트레이닝 세트 
2599,나이키(NIKE) 드라이핏 스우시 심플 5부 밴딩 반바지,https://store.musinsa.com/app/goods/2395462,bottom,short pants,summer,sports,남,반바지추천 트레이닝쇼츠 트레이닝팬츠 밴딩팬츠 숏팬츠 남자반바지 숏바지,Female,나이키 심플 5부 밴 반바지 반바지 추천 트레이닝 팬츠 밴 팬츠 숏 팬츠 남자 반바지 숏 바지 
2600,트래블(TRAVEL) 트래블러 쇼츠 옐로우,https://store.musinsa.com/app/goods/1033517,bottom,short pants,summer,sports,남,남자반바지 반바지 쇼츠 쇼트팬츠 숏바지 하프팬츠,Female Orange,트래블 트래블러 옐로 우남 자반 바지 반바지 쇼트 팬츠 숏 바지 하프 팬츠 
2601,아디다스(ADIDAS) 머스트해브 3스트라이프 숏 팬츠 - 블랙 / FM5315,https://store.musinsa.com/app/goods/1413336,bottom,short pants,summer,sports,남,밴딩반바지 밴딩쇼츠 밴딩팬츠 삼선반바지 삼선쇼츠 허리밴드팬츠 3S 숏팬츠,Female,아디다스 스트라이프 숏 팬츠 블랙 밴 반바지 밴 팬츠 선반 바지 허리 밴드 팬츠 3S 숏 팬츠 
2602,무신사 스탠다드(MUSINSA STANDARD) 스웨트 쇼츠 [다크 그레이],https://store.musinsa.com/app/goods/1801896,bottom,short pants,summer,sports,남,하프팬츠 반바지 스웨트컬렉션 이지웨어 트레이닝복 운동복 라운지웨어 무탠픽업,Female,신사 스웨 다크 그레이 하프 팬츠 반바지 이지 웨어 트레이닝복 운동복 라운지 웨어 무태 픽업 
2603,코드그라피(CODEGRAPHY) 나일론 메탈 카고 쇼츠_라이트그레이,https://store.musinsa.com/app/goods/1409900,bottom,short pants,summer,sports,공용,반바지 트레이닝반바지 바지 트레이닝바지 나일론팬츠 카고팬츠 여름바지,Female,코드 라피 나일론 메탈 트레이닝 반바지 바지 트레이닝 바지 나일론 팬츠 팬츠 여름 바지 
2604,트래블(TRAVEL) 밀 나일론 벌룬 쇼츠 블랙,https://store.musinsa.com/app/goods/1884690,bottom,short pants,summer,sports,남,남자반바지 반바지 쇼츠 밴딩 하프팬츠 쇼트팬츠 트레이닝반바지,Female Pleated Skirts,트래블 나일론 벌 블랙 남자 반바지 반바지 밴 하프 팬츠 쇼트 팬츠 트레이닝 반바지 
2605,닉앤니콜(NICK&NICOLE) TWO PINTUCK BERMUDA PANTS_BLACK,https://store.musinsa.com/app/goods/2353146,bottom,short pants,summer,sports,여,반바지추천 숏팬츠 바지 쇼츠 팬츠 반바지 하프팬츠,Female,닉 앤 니콜 반바지 추천 숏 팬츠 바지 팬츠 반바지 하프 팬츠 
2606,무신사 스탠다드(MUSINSA STANDARD) 유틸리티 쇼츠 [다크 그레이],https://store.musinsa.com/app/goods/1020901,bottom,short pants,summer,sports,남,반바지 벨티드팬츠 아웃도어 올데이쇼츠 하프팬츠 쇼츠컬렉션 무탠픽업,Female,신사 유틸리티 다크 그레이 반바지 벨 티 드 팬츠 아웃 도어 하프 팬츠 무태 픽업 
2607,아디다스(ADIDAS) 숏 팬츠 - 블랙:화이트 / FM2595,https://store.musinsa.com/app/goods/1988669,bottom,short pants,summer,sports,여,쇼츠 삼선쇼츠 삼선반바지 아디컬러 트레포일 캐주얼쇼츠 아디다스우먼 숏팬츠,Female,아디다스 숏 팬츠 블랙 화이트 선반 바지 아 디 컬러 트레 포일 아디다스 우먼 숏 팬츠 
2608,무신사 스탠다드(MUSINSA STANDARD) 치노 쇼츠 [베이지],https://store.musinsa.com/app/goods/1009467,bottom,short pants,summer,sports,남,반바지 여름바지 치노팬츠 하프팬츠 쇼츠컬렉션,Female,신사 치노 베이지 반바지 여름 바지 치노 팬츠 하프 팬츠 
2609,무신사 스탠다드(MUSINSA STANDARD) 스웨트 쇼츠 [네이비],https://store.musinsa.com/app/goods/947061,bottom,short pants,summer,sports,남,반바지 아웃도어 올데이쇼츠 하프팬츠 스웨트팬츠 쇼츠컬렉션 스웨트컬렉션 무탠픽업,Female,신사 스웨 이비 반바지 아웃 도어 하프 팬츠 무태 픽업 
2610,수아레(SUARE) [리뉴얼 ver.] 린넨 세미 와이드 밴딩 팬츠 세트,https://store.musinsa.com/app/goods/1924274,bottom,cotton pants,spring,casual,남,린넨 린넨바지 린넨팬츠 밴딩팬츠 린넨밴딩 이지팬츠 와이드 와이드팬츠,Female,수 아 레 리 뉴 얼 린네 세미 와이드 밴 팬츠 세트 린네 린네 바지 린네 팬츠 밴 팬츠 린네 밴 이지 팬츠 와이드 와이드 팬츠 
2611,라퍼지스토어(LAFUDGESTORE) 테이퍼드 와이드 원턱 린넨 팬츠_Oatmeal,https://store.musinsa.com/app/goods/1931720,bottom,cotton pants,spring,casual,남,테이퍼드 와이드팬츠 린넨팬츠 린넨 원턱팬츠 와이드 밴딩팬츠,Female Long Sleeved,라 퍼지 스토어 테 이퍼 드 와이드 원 턱 린네 팬츠 테 이퍼 드 와이드 팬츠 린네 팬츠 린네 원 턱 팬츠 와이드 밴 팬츠 
2612,라퍼지스토어(LAFUDGESTORE) [Package]테이퍼드 와이드 원턱 린넨 팬츠_9Color,https://store.musinsa.com/app/goods/2495075,bottom,cotton pants,spring,casual,공용,테이퍼드 테이퍼드팬츠 와이드팬츠 밴딩팬츠 린넨 린넨팬츠 와이드,Female,라 퍼지 스토어 테 이퍼 드 와이드 원 턱 린네 팬츠 Color 테 이퍼 드 테 이퍼 드 팬츠 와이드 팬츠 밴 팬츠 린네 린네 팬츠 와이드 
2613,라퍼지스토어(LAFUDGESTORE) 테이퍼드 와이드 원턱 린넨 팬츠_Black,https://store.musinsa.com/app/goods/1931537,bottom,cotton pants,spring,casual,남,테이퍼드 와이드팬츠 린넨팬츠 린넨 원턱팬츠 밴딩팬츠 와이드,Black Female Skirts,라 퍼지 스토어 테 이퍼 드 와이드 원 턱 린네 팬츠 테 이퍼 드 와이드 팬츠 린네 팬츠 린네 원 턱 팬츠 밴 팬츠 와이드 
2614,라퍼지스토어(LAFUDGESTORE) 테이퍼드 와이드 원턱 린넨 팬츠_Martine Olive,https://store.musinsa.com/app/goods/1931526,bottom,cotton pants,spring,casual,남,테이퍼드 와이드팬츠 린넨팬츠 린넨 원턱팬츠 와이드 밴딩팬츠,Female,라 퍼지 스토어 테 이퍼 드 와이드 원 턱 린네 팬츠 테 이퍼 드 와이드 팬츠 린네 팬츠 린네 원 턱 팬츠 와이드 밴 팬츠 
2615,퍼블릭아이콘(PUBLIC ICON) P[1003]롱 와이드 코튼팬츠(베이지),https://store.musinsa.com/app/goods/957401,bottom,cotton pants,spring,casual,남,데님팬츠 와이드면팬츠 와이드코튼팬츠 와이드팬츠 와이드 베이지,Female,퍼블릭 아이콘 와이드 코트 팬츠 베이지 데님 팬츠 와이드 면 팬츠 와이드 코트 팬츠 와이드 팬츠 와이드 베이지 
2616,굿라이프웍스(GLW) 시티보이 빅포켓 와이드 밴딩 카고팬츠 진베이지,https://store.musinsa.com/app/goods/2060717,bottom,cotton pants,spring,casual,남,카고팬츠 코튼팬츠 치노팬츠 시티보이룩 와이드팬츠 와이드핏 힙합,Female,시티 보이 빅 포켓 와이드 밴 팬츠 베이지 카 팬츠 코트 팬츠 치노 팬츠 시티 보이 룩 와이드 팬츠 힙합 
2617,더블유브이프로젝트(WV PROJECT) [패키지] 플레인(여름용) 코튼 밴딩팬츠 CJLP7509 2PACK,https://store.musinsa.com/app/goods/1636775,bottom,cotton pants,spring,casual,남,밴딩팬츠 테이퍼드 밴딩바지 코튼팬츠 팬츠 패키지,,더블유 브이 프로젝트 패키지 플레인 여름 코트 밴 팬츠 밴 팬츠 테 이퍼 드 밴 바지 코트 팬츠 팬츠 패키지 
2618,드로우핏(DRAW FIT) 와이드 밴딩 치노 팬츠 [BEIGE],https://store.musinsa.com/app/goods/2119984,bottom,cotton pants,spring,casual,남,코튼팬츠 치노팬츠 면팬츠 카고팬츠 밴딩팬츠 와이드팬츠 면바지,Female,와이드 밴 치노 팬츠 코트 팬츠 치노 팬츠 면 팬츠 팬츠 밴 팬츠 와이드 팬츠 면바지 
2619,어커버(ACOVER) [세트상품] 린넨 9부 밴딩 팬츠,https://store.musinsa.com/app/goods/380217,bottom,cotton pants,spring,casual,공용,리넨 린넨 팬츠 린넨팬츠 린넨바지 밴딩팬츠 패키지,Female,어 커버 세트 상품 린네 부 밴 팬츠 리 린네 팬츠 린네 팬츠 린네 바지 밴 팬츠 패키지 
2620,라퍼지스토어(LAFUDGESTORE) 테이퍼드 와이드 원턱 린넨 팬츠_MidNight Blue,https://store.musinsa.com/app/goods/1931727,bottom,cotton pants,spring,casual,남,테이퍼드 와이드팬츠 린넨팬츠 린넨 원턱팬츠 와이드 밴딩팬츠,Female Pleated Skirts,라 퍼지 스토어 테 이퍼 드 와이드 원 턱 린네 팬츠 테 이퍼 드 와이드 팬츠 린네 팬츠 린네 원 턱 팬츠 와이드 밴 팬츠 
2621,굿라이프웍스(GLW) 와이드 절개 벌룬팬츠 코튼 카키,https://store.musinsa.com/app/goods/2060759,bottom,cotton pants,spring,casual,남,와이드팬츠 코튼팬츠 시티보이룩 힙합 와이드핏 하이웨이스트 오버핏,Female,와이드 절개 벌 팬츠 코트 카키 이드 팬츠 코트 팬츠 시티 보이 룩 힙합 
2622,굿라이프웍스(GLW) 시티보이 빅포켓 와이드 밴딩 카고팬츠 카키,https://store.musinsa.com/app/goods/2060719,bottom,cotton pants,spring,casual,남,치노팬츠 카고팬츠 시티보이룩 와이드팬츠 하이웨이스트 힙합 오버핏,Female,시티 보이 빅 포켓 와이드 밴 팬츠 카키 치노 팬츠 팬츠 시티 보이 룩 와이드 팬츠 힙합 
2623,제멋(JEMUT) 유스 와이드 카고팬츠 4종 블랙 YHLP2159,https://store.musinsa.com/app/goods/890521,bottom,cotton pants,spring,casual,남,와이드팬츠 와이드핏 카고팬츠 코튼팬츠 팬츠,Female,제멋 유스 와이드 팬츠 종 블랙 와이드 팬츠 팬츠 코트 팬츠 팬츠 
2624,토피(TOFFEE) 원턱 와이드 코튼 팬츠 (KHAKI),https://store.musinsa.com/app/goods/1778286,bottom,cotton pants,spring,casual,남,면바지 코튼팬츠 와이드팬츠 와이드 토피바지 토피와이드 치노팬츠,Female,토피 원 턱 와이드 코트 팬츠 면바지 코트 팬츠 와이드 팬츠 와이드 토피 바지 토피 이드 치노 팬츠 
2625,유니폼브릿지(UNIFORM BRIDGE) cotton fatigue pants regular fit beige,https://store.musinsa.com/app/goods/241111,bottom,cotton pants,spring,casual,남,면바지 팬츠 퍼티그 퍼티그팬츠 캐리오버,Male,면바지 팬츠 퍼티 퍼티 팬츠 캐리 오버 
2626,라퍼지스토어(LAFUDGESTORE) 테이퍼드 와이드 원턱 린넨 팬츠_Cream,https://store.musinsa.com/app/goods/1931536,bottom,cotton pants,spring,casual,남,테이퍼드 와이드팬츠 린넨팬츠 린넨 원턱팬츠 밴딩팬츠 와이드,Female,라 퍼지 스토어 테 이퍼 드 와이드 원 턱 린네 팬츠 테 이퍼 드 와이드 팬츠 린네 팬츠 린네 원 턱 팬츠 밴 팬츠 와이드 
2627,무신사 스탠다드(MUSINSA STANDARD) 라이트웨이트 테이퍼드 치노 팬츠 [라이트 그레이],https://store.musinsa.com/app/goods/1342826,bottom,cotton pants,spring,casual,남,라이트웨이트컬렉션 레귤러핏 면바지 치노팬츠 캐주얼팬츠 면 테이퍼드 라이트웨이트 무탠픽업,Female,신사 라이트 웨이트 테 이퍼 드 치노 팬츠 라이트 그레이 라이트 웨이트 컬렉션 면바지 치노 팬츠 캐주얼 팬츠 면 테 이퍼 드 라이트 웨이트 무태 픽업 
2628,어커버(ACOVER) 린넨 9부 밴딩 팬츠 4color,https://store.musinsa.com/app/goods/356851,bottom,cotton pants,spring,casual,남,리넨 리넨팬츠 린넨 린넨팬츠 린넨바지 밴딩팬츠 팬츠,Female,어 커버 린네 부 밴 팬츠 리 리 팬츠 린네 린네 팬츠 린네 바지 밴 팬츠 팬츠 
2629,굿라이프웍스(GLW) 시티보이 빅포켓 와이드 밴딩 카고팬츠 블랙,https://store.musinsa.com/app/goods/2060720,bottom,cotton pants,spring,casual,남,카고팬츠 치노팬츠 코튼팬츠 카고조거팬츠 시티보이룩 힙합 와이드팬츠,Female Long Sleeved,시티 보이 빅 포켓 와이드 밴 팬츠 블랙 카 팬츠 치노 팬츠 코트 팬츠 카 고 조거 팬츠 시티 보이 룩 힙합 와이드 팬츠 
2630,제멋(JEMUT) [패키지] 스콘 와이드 벌룬팬츠 2PACK YHLP2350,https://store.musinsa.com/app/goods/1948520,bottom,cotton pants,spring,casual,남,팬츠 바지 면바지 와이드팬츠 밴딩팬츠 밴딩 와이드,Male,제멋 패키지 스콘 와이드 벌 팬츠 팬츠 바지 면바지 와이드 팬츠 밴 팬츠 밴 와이드 
2631,비슬로우(BESLOW) [스탠다드]ONE TUCK CURVED JEAN_IVORY,https://store.musinsa.com/app/goods/1753536,bottom,cotton pants,spring,casual,남,데님 데님팬츠 청바지 와이드데님 와이드팬츠 와이드 셀럽픽,,비슬로 우 데님 데님 팬츠 청바지 와이드 데님 와이드 팬츠 와이드 
2632,하프크라이즈(HALBKREIS) CP 306 워싱 테이퍼드핏 면팬츠 LG,https://store.musinsa.com/app/goods/485394,bottom,cotton pants,spring,casual,남,테이퍼드 출근룩 코튼팬츠 면팬츠 치노팬츠 캐주얼팬츠 면바지,Female,하프 이 이즈 면 팬츠 테 이퍼 드 출근 룩 코트 팬츠 면 팬츠 치노 팬츠 캐주얼 팬츠 면바지 
2633,에스피오나지(ESPIONAGE) Wide Officer Pants Beige,https://store.musinsa.com/app/goods/2084435,bottom,cotton pants,spring,casual,남,코튼팬츠 와이드 와이드팬츠 면바지 루즈핏 21AUTUMN,Female Pleated Skirts,코트 팬츠 와이드 와이드 팬츠 면바지 
2634,무신사 스탠다드(MUSINSA STANDARD) 테이퍼드 치노 팬츠 [라이트 그레이],https://store.musinsa.com/app/goods/743459,bottom,cotton pants,spring,casual,남,면바지 스트레치 치노팬츠 캐주얼팬츠 면 테이퍼드,Female,신사 테 이퍼 드 치노 팬츠 라이트 그레이 면바지 치노 팬츠 캐주얼 팬츠 면 테 이퍼 드 
2635,제멋(JEMUT) 유스 와이드 카고팬츠 4종 카키 YHLP2159,https://store.musinsa.com/app/goods/890519,bottom,cotton pants,spring,casual,남,와이드팬츠 와이드핏 카고팬츠 코튼팬츠 팬츠,Female,제멋 유스 와이드 팬츠 종 카키 와이드 팬츠 팬츠 코트 팬츠 팬츠 
2636,라퍼지스토어(LAFUDGESTORE) 테이퍼드 와이드 원턱 린넨 팬츠_Olive Khaki,https://store.musinsa.com/app/goods/2483895,bottom,cotton pants,spring,casual,공용,테이퍼드 와이드팬츠 린넨팬츠 린넨 원턱팬츠 와이드 밴딩팬츠,Female,라 퍼지 스토어 테 이퍼 드 와이드 원 턱 린네 팬츠 테 이퍼 드 와이드 팬츠 린네 팬츠 린네 원 턱 팬츠 와이드 밴 팬츠 
2637,라퍼지스토어(LAFUDGESTORE) 테이퍼드 와이드 원턱 린넨 팬츠_Neutral Gray,https://store.musinsa.com/app/goods/1931530,bottom,cotton pants,spring,casual,남,테이퍼드 와이드팬츠 린넨팬츠 린넨 원턱팬츠 밴딩팬츠 와이드,Female,라 퍼지 스토어 테 이퍼 드 와이드 원 턱 린네 팬츠 테 이퍼 드 와이드 팬츠 린네 팬츠 린네 원 턱 팬츠 밴 팬츠 와이드 
2638,굿라이프웍스(GLW) 와이드 절개 벌룬팬츠 코튼 블랙,https://store.musinsa.com/app/goods/2060760,bottom,cotton pants,spring,casual,남,와이드팬츠 카고팬츠 조거팬츠 시티보이룩 카고조거팬츠 코튼팬츠 힙합,Female,와이드 절개 벌 팬츠 코트 블랙 이드 팬츠 팬츠 조거 팬츠 시티 보이 룩 카 고 조거 팬츠 코트 팬츠 힙합 
2639,무신사 스탠다드(MUSINSA STANDARD) 테이퍼드 치노 팬츠 [크림],https://store.musinsa.com/app/goods/950815,bottom,cotton pants,spring,casual,남,면바지 스트레치 치노팬츠 캐주얼팬츠 면 테이퍼드,Female,신사 테 이퍼 드 치노 팬츠 크림 면바지 치노 팬츠 캐주얼 팬츠 면 테 이퍼 드 
2640,더블유브이프로젝트(WV PROJECT) [패키지]할로우 밴딩 쿨 크롭팬츠 2pack CJLP7378,https://store.musinsa.com/app/goods/1427074,bottom,cotton pants,spring,casual,남,린넨 린넨팬츠 밴딩 밴딩팬츠 크롭팬츠 테이퍼드핏 패키지,Male,더블유 브이 프로젝트 패키지 로우 밴 쿠 린네 린네 팬츠 밴 밴 팬츠 패키지 
